y;yhat;yprobs;data;model;Temperature;k_selected;N_train;model_class;n_tokens;x
-3.1;-2.06;2.0622;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;cyclohexane
-3.51;-3.45;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;cycloheptane
-3.51;-3.17;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;cycloheptane
-3.171;-4.12;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1,1-dimethyl-3-(8-tricyclo[5.2.1.02,6]decanyl)urea
-3.171;-3.12;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1,1-dimethyl-3-(8-tricyclo[5.2.1.02,6]decanyl)urea
-1.716;-2.5;2.0622;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;2-(6-chloropyridazin-3-yl)sulfanyl-N,N-diethylacetamide
-1.4;2.17;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;heptan-4-ol
-1.4;2.18;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;heptan-4-ol
-4.25;-3.27;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;ethylcyclohexane
-4.25;-3.17;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;ethylcyclohexane
-2.96;-2.03;2.0622;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1-iodobutane
-5.05;-2.45;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;non-1-ene
-5.05;5.12;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;non-1-ene
-4.69;-4.1;2.0622;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;methyl dodecanoate
-2.78;-2.64;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1-chloro-4-methoxybenzene
-2.78;-2.53;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1-chloro-4-methoxybenzene
-2.78;-2.48;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1-chloro-4-methoxybenzene
-0.22;-0.67;2.0622;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1-nitroethane
-3.32;-2.89;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1,1-dimethyl-3-[3-(trifluoromethyl)phenyl]urea
-3.32;-2.82;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1,1-dimethyl-3-[3-(trifluoromethyl)phenyl]urea
-3.32;-2.68;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;1,1-dimethyl-3-[3-(trifluoromethyl)phenyl]urea
-3.48;-3.82;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;4-phenylphenol
-3.48;-3.74;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;4-phenylphenol
-5.72;-3.82;0.6;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26201;dimethoxy-sulfanylidene-(2,4,5-trichlorophenoxy)-lambda5-phosphane
