y;yhat;yprobs;data;model;Temperature;k_selected;N_train;model_class;n_tokens;x
-3.592;-3.45;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea
-3.592;-3.42;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea
-3.592;-3.12;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea
-3.592;-2.83;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea
-5.56;-4.63;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1,2,4,5-tetrachlorobenzene
-1.94;-1.37;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;propane
-1.94;-1.17;0.6;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;propane
-3.22;-2.89;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2-methyl-1,3,5-trinitrobenzene
-3.54;-3.98;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-chloro-2-iodobenzene
-3.54;-3.97;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-chloro-2-iodobenzene
-3.54;-3.95;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-chloro-2-iodobenzene
-4.02;-3.11;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one
-1.228;-2.32;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;5-ethyl-5-methyl-1,3-diazinane-2,4,6-trione
-2.58;-2.24;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-propylsulfanylpropane
-4.38;-4.3;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;dibenzothiophene
-4.38;-4.2;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;dibenzothiophene
-4.38;-4.1;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;dibenzothiophene
-4.38;-4.0;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;dibenzothiophene
-2.17;-0.77;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;(4-ethoxyphenyl)urea
-2.17;-0.74;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;(4-ethoxyphenyl)urea
-2.17;-0.67;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;(4-ethoxyphenyl)urea
-1.83;-1.08;0.6;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;[1-(ethylamino)-1-oxopropan-2-yl] N-phenylcarbamate
-1.83;-1.07;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;[1-(ethylamino)-1-oxopropan-2-yl] N-phenylcarbamate
-0.99;-1.51;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-methoxybutane
-0.99;-1.41;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-methoxybutane
-2.94;-2.09;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;undecan-2-ol
-1.79;-0.68;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2,6-dichlorophenol
-1.79;-0.64;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2,6-dichlorophenol
-1.79;-0.63;0.6;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2,6-dichlorophenol
-3.59;-3.68;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one
-4.29;-4.17;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2-ethylnaphthalene
-2.46;-2.78;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-chloro-2-methoxybenzene
-4.576;-2.82;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;ethyl 2-[[(4-chloro-6-methoxypyrimidin-2-yl)-formylamino]sulfamoyl]benzoate
-4.576;-2.68;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;ethyl 2-[[(4-chloro-6-methoxypyrimidin-2-yl)-formylamino]sulfamoyl]benzoate
-4.0;-2.95;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-chloroheptane
-4.0;-2.89;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-chloroheptane
-4.0;-2.85;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-chloroheptane
-3.18;-3.09;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one
-0.66;-1.07;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-ethoxypropane
-0.66;-1.05;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-ethoxypropane
-0.66;-1.03;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-ethoxypropane
-0.66;-1.02;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-ethoxypropane
-1.17;-0.72;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;chloroform
-4.12;5.12;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2-methylpropylbenzene
-4.12;5.18;0.6;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2-methylpropylbenzene
-4.81;-4.0;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1-iodoheptane
-4.57;-5.82;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane
-4.57;-5.67;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane
-0.22;-0.74;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2,2,2-trichloro-1-dimethoxyphosphorylethanol
-0.22;-0.68;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2,2,2-trichloro-1-dimethoxyphosphorylethanol
-0.22;-0.67;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2,2,2-trichloro-1-dimethoxyphosphorylethanol
0.7;-3.48;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;butane-1,2,3,4-tetrol
-4.88;-2.68;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;[2-(11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate
-4.88;-2.45;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;[2-(11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate
-4.28;-4.0;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;2,3,4,5,6-pentachlorophenol
-1.98;-1.64;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;octan-3-ol
-2.35;-1.64;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;ethyl hexanoate
-2.35;-1.57;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;ethyl hexanoate
-0.8;-0.74;2.0673;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;4-aminophenol
-5.65;-4.52;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1,2,3,4,5-pentachlorobenzene
-5.65;-5.07;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1,2,3,4,5-pentachlorobenzene
-5.65;-5.32;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1,2,3,4,5-pentachlorobenzene
-5.65;-5.27;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1,2,3,4,5-pentachlorobenzene
-5.65;-5.22;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;26602;1,2,3,4,5-pentachlorobenzene
